url,title,price_usd,price_kgs,year,mileage_km,engine,transmission,city,image_url
https://mashina.kg/details/honda-inspire-6a09afc250ee627a1691944e,Продажа Honda Inspire IV 2004,10300,900735,2004,272000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035986/9680db7362f81fd5f000b3814f855e3c_medium.webp
https://mashina.kg/details/ssangyong-tivoli-6a09af7d8561d7934daf331e,Продажа SsangYong Tivoli I Рестайлинг 2019,10800,944460,2019,179000,1.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035985/1fca4f863298adbe7385af850b4e28df_medium.webp
https://mashina.kg/details/chevrolet-malibu-69f1c8e756394618264082,Chevrolet Malibu IX,10000,874500,2018,155000,1.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/c/0/9c037a5337d6cdbf1c98ef01d4d2868b_640x480.jpg
https://mashina.kg/details/bmw-x5-6a09971fa283337349de1615,Продажа BMW X5 IV (G05/G18) 2019,44500,3891525,2019,87000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035869/da2b56d167e1e45c91d89b59200ad05b_medium.webp
https://mashina.kg/details/toyota-land-cruiser-prado-69c8aed5adec7173780716,Toyota Land Cruiser Prado 120 Series,21500,1880175,2008,267000,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/a/3/ea334994cc48f2166f09ce5ea7b85b04_640x480.jpg
https://mashina.kg/details/lexus-lx-6a098c4a5870e01df244d3af,Продажа Lexus LX III Рестайлинг 2012,40500,3541725,2012,280000,5.7 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035808/2ea54aa78114e6b271a654703759703d_medium.webp
https://mashina.kg/details/toyota-camry-6a0984b557efe459819c345a,Продажа Toyota Camry VIII (XV70) 2018,16900,1477905,2018,116000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035757/324e57763f29a7329136c2c5f1a71a00_medium.webp
https://mashina.kg/details/kia-k5-6a0402ec602cb756d53bfeb4,Продажа Kia K5 II 2018,12500,1093125,2018,94000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10030832/51fd0aaba959879d5ff3fdf0edb4c932_medium.webp
https://mashina.kg/details/subaru-outback-6a097a90e2ebbef6255d8d96,Продажа Subaru Outback VI 2022,20600,1801470,2022,149800,2.5 л.,вариатор,Бишкек,/static/svg/empty.svg
https://mashina.kg/details/bmw-x3-m-6a09710a4bf573dfae57face,Продажа BMW X3 M I (F97) 2019,46500,4066425,2019,84000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035642/aeec3bc4e78536bca9392f6e4b7587bb_medium.webp
https://mashina.kg/details/lixiang-l6-6a096c16578d45fd1d8c6b91,Продажа LiXiang L6 2025,32300,2824635,2025,10000,1.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035613/da45407957c0d12c3ca56065e0c8bea6_medium.webp
https://mashina.kg/details/hyundai-sonata-6a0956e830a1a49fcf915f44,Продажа Hyundai Sonata VIII (DN8) 2021,12800,1119360,2021,27000,2.5 л.,робот,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035521/2c423e0589ba286b7a27e07fbdd43f39_medium.webp
https://mashina.kg/details/changan-qiyuan-q05-6a094a513aa27447d8fb4f95,Продажа Changan Qiyuan Q05 II 2026,14400,1259280,2026,50,,,Бишкек,/static/svg/empty.svg
https://mashina.kg/details/kia-k3-69ef87bb8dcd9974829045,Kia K3 II,12300,1075635,2019,123000,1.6 л.,робот,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-13/4544928/b1e0d685817e3023f45cf4131869e272_medium.webp
https://mashina.kg/details/kia-k5-6a092def0900bff16ec439a6,Продажа Kia K5 III 2021,15800,1381710,2021,153000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035410/9aaf37903326e54e95f240151c9592ec_medium.webp
https://mashina.kg/details/lexus-gx-6a090cd31a96ed75d9b43227,Продажа Lexus GX II Рестайлинг 2 2020,49000,4285050,2020,136000,4.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035380/61232a06d9fec2a1b6b0f85113444ff8_medium.webp
https://mashina.kg/details/toyota-highlander-6918537389811830208886,Toyota Highlander III (U50) Рестайлинг,26500,2317425,2019,84000,3.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/c/9/c/c9c2988d07a3702b0ef4ea71dcb13d3a_640x480.jpg
https://mashina.kg/details/toyota-camry-6a08ab4839862bb98d6981d5,Продажа Toyota Camry VII (XV50) Рестайлинг 2 2017,18199,1591503,2017,183000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10035295/075eec91a7f60ec3a0f81384fd7c290b_medium.webp
https://mashina.kg/details/subaru-forester-6a01d9c8d6f81299639251,Subaru Forester V,15500,1355475,2020,125528,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/d/7/5/d75ad110c3db0a2333b8a7168ff17064_640x480.jpg
https://mashina.kg/details/toyota-avalon-69f1d0fca5d42420690798,Toyota Avalon V,24500,2142525,2019,86500,2.5 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/a/d/4/ad441e7555a179c1bdcedbdad67747de_640x480.jpg
https://mashina.kg/details/bmw-x5-6a0877cc93be0beb8b04452c,Продажа BMW X5 III (F15) 2018,24700,2160015,2018,180000,3.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10035092/cab779a4f8388ccf5352eb108d26ce93_medium.webp
https://mashina.kg/details/tesla-model-y-6a081f6067f26ff1c8c9ccc0,Продажа Tesla Model Y I 2025,29000,2536050,2025,7500,,,Ош,https://storage.mashina.kg/catalog/images/2026-05-16/10034698/068f36bb2d13a9e40ba0fe4357091c5e_medium.webp
https://mashina.kg/details/lixiang-l7-6a07b584142678c098e10776,Продажа LiXiang L7 Рестайлинг 2025,43500,3804075,2025,2500,1.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10034413/60b4a5eabf67eea84b60b7ec5de6f605_medium.webp
https://mashina.kg/details/mercedesbenz-sklass-69bd3a7c91e4d529475002,Mercedes-Benz S-Класс V (W221) Рестайлинг,13500,1180575,2011,176902,5.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/4/8/d48ee309091fa8d88a879b499b6ec838_640x480.jpg
https://mashina.kg/details/kia-morning-69f82f75e6014173286509,Kia Morning III,6800,594660,2017,110534,1.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/2/3/023c35421e9718820c0d9c6ab608a90d_640x480.jpg
https://mashina.kg/details/toyota-sequoia-6a075ccfec95968a37c3da20,Продажа Toyota Sequoia II 2008,29000,2536050,2008,270000,5.7 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10034329/11b8972691634ce006227b4c8c830735_medium.webp
https://mashina.kg/details/toyota-highlander-6a070e548ebd65c328a24d1e,Продажа Toyota Highlander III (U50) Рестайлинг 2019,25500,2229975,2019,100000,3.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10034028/d47c145a27d008ad35a43f86696d6345_medium.webp
https://mashina.kg/details/bmw-x7-6a06d58637dc404a83673de9,Продажа BMW X7 I (G07) Рестайлинг 2022,108000,9444600,2022,60000,4.4 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033680/e3f11a3b827064df5b856ab6679c4925_medium.webp
https://mashina.kg/details/lexus-lx-6a05e8741f896f7d9fc344a2,Продажа Lexus LX IV 2026,190000,16615500,2026,15,3.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032952/298facde032f7224812895855cd7b937_medium.webp
https://mashina.kg/details/chevrolet-tahoe-69fcc308f21f5754632409,Chevrolet Tahoe V,62500,5465625,2022,15000,6.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/b/1/1b11263d05cbe8f1fb132c766be7f824_640x480.jpg
https://mashina.kg/details/lexus-ls-69fdce7f6c748714602822,Lexus LS III Рестайлинг,10800,944460,2004,293000,4.3 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/d/7/bd7afce9222b410cdf1483a2f43ffb24_640x480.jpg
https://mashina.kg/details/mercedes-benz-s-klass-amg-68b59a75b3ccc943949527,Mercedes-Benz S-Класс AMG I (W220) Рестайлинг,25555,2234785,2004,211000,5.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/e/0/be0912a7f97f4fd666b012d07537f5df_640x480.jpg
https://mashina.kg/details/bmw-x5-69ff818b46284395829389,BMW X5 IV (G05/G18) Рестайлинг,104000,9094800,2023,49000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/b/2/db2d5781f8c0e860bf0740f636055693_640x480.jpg
https://mashina.kg/details/toyota-tundra-6988701fe1600246963764,Toyota Tundra II Рестайлинг,45000,3935250,2018,177000,5.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/1/9/2194bbfb24bb1208a54ea4e9b9ea9086_640x480.jpg
https://mashina.kg/details/bmw-x5-69fb7429d1100731002254,BMW X5 IV (G05/G18),63500,5553075,2020,72000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/b/4/db4f6b40751874e9cfe37acc5a4e2bda_640x480.jpg
https://mashina.kg/details/bmw-5-serii-69fcad4449b00250084707,BMW 5 серии VII (G30/G31) Рестайлинг,37000,3235650,2021,50000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/1/f/11fe3c554a997f09dfa13bdcd7c8b33f_640x480.jpg
https://mashina.kg/details/bmw-x7-69e21501682b3374043910,BMW X7 I (G07),83000,7258350,2022,18300,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/1/7/117a8e96c0f30db11c2c24f5d7ad7d68_640x480.jpg
https://mashina.kg/details/kia-sorento-69fb3b79a76a7008091676,Kia Sorento III Prime Рестайлинг,18500,1617825,2019,195000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/f/8/9/f89f1aa4d0985b491d4826fdf1f1b38b_640x480.jpg
https://mashina.kg/details/volvo-xc90-69f880c806d4a365184276,Volvo XC90 II,27000,2361150,2018,230000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/9/8/b/98b944489f46410815b0c785d2fa4a23_640x480.jpg
https://mashina.kg/details/geely-tugella-690b134d9483c056158891,Geely Tugella I Рестайлинг,19000,1661550,2022,28936,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/5/0/35019eac1d8d18fb76d55e57067f99d5_640x480.jpg
https://mashina.kg/details/kia-k3-69e7b4f09f431130615924,Kia K3 II,13700,1198065,2019,112500,1.6 л.,вариатор,Бишкек,https://im.mashina.kg/tachka/images/3/2/2/322492a0f0dd4dec0106ad1c05c55405_640x480.jpg
https://mashina.kg/details/toyota-4runner-69ff397c00831026255120,Toyota 4Runner V Рестайлинг,30500,2667225,2019,140012,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/e/6/ee6fa0c3f91174e1321b1fd45e0f8e8d_640x480.jpg
https://mashina.kg/details/kia-carnival-69fae5c31669c169844761,Kia Carnival IV Рестайлинг,33300,2912085,2024,99000,1.6 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/e/7/5/e759267e70f0bb2d962b60fec2880852_640x480.jpg
https://mashina.kg/details/hyundai-sonata-69dbf5874619e008208276,Hyundai Sonata VIII (DN8),14000,1224300,2019,149000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/2/1/2/212bc42c805873c426e5ff78ab6f55f1_640x480.jpg
https://mashina.kg/details/kia-k5-6a001228412e6125734882,Kia K5 II,11300,988185,2020,350000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/e/3/be351bf84b8b6e5179584ab90f653238_640x480.jpg
https://mashina.kg/details/mercedesbenz-gklass-amg-69e8c3fcdb47d831854805,Mercedes-Benz G-Класс AMG II (W463),138000,12068100,2020,20407,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/7/f/a/7fa6c10e83979b8a1600df6e5771ef52_640x480.jpg
https://mashina.kg/details/kia-sportage-69fca53d3cafa936997599,Kia Sportage IV Рестайлинг,18990,1660676,2020,133000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/5/e/8/5e860963db3a10800ebad459141cf659_640x480.jpg
https://mashina.kg/details/bmw-x5-69de80807134f026448272,BMW X5 IV (G05/G18),67000,5859150,2022,15000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/0/8/b/08b0906d5187a0bf880c5319cfbd2aa9_640x480.jpg
https://mashina.kg/details/honda-mnv-69a8f8b640e22629384210,Honda M-NV I,12500,1093125,2021,80633,,,Бишкек,https://im.mashina.kg/tachka/images/3/3/e/33e1c8ce4df49268806a4cf7fe7ae14d_640x480.jpg
https://mashina.kg/details/toyota-camry-69f0d41e0a096508935374,Toyota Camry VII (XV50),10000,874500,2012,290000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/8/9/2/89274771d90ead915759c15d8a5e5e84_640x480.jpg
https://mashina.kg/details/weltmeister-w6-69a81b7980169004723838,Weltmeister W6,12500,1093125,2021,45735,,,Бишкек,https://im.mashina.kg/tachka/images/5/e/5/5e574bf21947c9b1b2132989d32dc906_640x480.jpg
https://mashina.kg/details/toyota-rav4-69cde79f489ff710057814,Toyota RAV4 V (XA50),20900,1827705,2019,200000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/6/2/6/6263a9d385fe4bb07a82bde81fd4239f_640x480.jpg
https://mashina.kg/details/kia-sportage-69ebb46c5137f023734708,Kia Sportage IV,11500,1005675,2016,165165,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/1/5/b15f57794a9f294bc4ee52c6418157f3_640x480.jpg
https://mashina.kg/details/mazda-cx-5-6a073d08f56c97fa4e798941,Продажа Mazda CX-5 II 2017,16600,1451670,2017,214000,2.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10034241/6a535fbad91b5336842ab8eb582909ce_medium.webp
https://mashina.kg/details/hyundai-sonata-69e71ccf9d561486234116,Hyundai Sonata VII (LF) Рестайлинг,10700,935715,2019,255000,2.0 л.,автомат,Ош,https://im.mashina.kg/tachka/images/e/f/e/efe3b62d9ca2fddb65313c06bff89774_640x480.jpg
https://mashina.kg/details/hyundai-santa-fe-69fdcce63db91655300800,Hyundai Santa Fe IV,18000,1574100,2019,139000,2.2 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/7/4/d/74d58498e1277f6dfb533aa8a94d61b6_640x480.jpg
https://mashina.kg/details/kia-sportage-6a0813108ba8dcda0ab94706,Продажа Kia Sportage IV Рестайлинг 2019,14500,1268025,2019,141000,2.0 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-16/10034627/5efa860dd7620e469bcf4492c43e6518_medium.webp
https://mashina.kg/details/jeep-grand-cherokee-6a098eb89ddafc9e3bfdf201,Продажа Jeep Grand Cherokee V (WL) 2021,25800,2256210,2021,114000,3.6 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035815/c323550c3707901c269123b949ffe325_medium.webp
https://mashina.kg/details/bmw-m5-6a09727081383d2a986eaa68,Продажа BMW M5 V (F10) 2013,34000,2973300,2013,143000,4.4 л.,робот,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-17/10035647/836e312bc29b56ae4504ca355c8f59ea_medium.webp
https://mashina.kg/details/toyota-4runner-6948355e2809d944420592,Toyota 4Runner V Рестайлинг,45300,3961485,2023,33500,4.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/b/b/6/bb634fe3e068d6e00ef02b9bf861339c_640x480.jpg
https://mashina.kg/details/lixiang-l7-6a06b3d785f1bf47424c10fe,Продажа LiXiang L7 Рестайлинг 2024,37500,3279375,2024,9000,1.5 л.,автомат,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-15/10033505/e36a7fc3c367119914a3de0837cdef64_medium.webp
https://mashina.kg/details/lexus-gx-6a06e6c30b9a3c57c3f26292,Продажа Lexus GX I 2008,28500,2492325,2008,212000,4.7 л.,автомат,Ош,https://storage.mashina.kg/catalog/images/2026-05-15/10033810/9b1df013ef3d27c28937de3f74d4109e_medium.webp
https://mashina.kg/details/subaru-ascent-6a05deaf982050441a0bd152,Продажа Subaru Ascent I 2018,19500,1705275,2018,130000,2.4 л.,вариатор,Бишкек,https://storage.mashina.kg/catalog/images/2026-05-14/10032895/0db3a6e575845ec61b5870e4ed188f6e_medium.webp
https://mashina.kg/details/honda-stream-69fb725f0cdf9282775022,Honda Stream I Рестайлинг,5946,520000,2004,300000,1.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/3/a/8/3a8fe68c75691423949f67efe31f1077_640x480.jpg
https://mashina.kg/details/land-rover-range-rover-6a01f18aaa5d5857686571,Land Rover Range Rover V,128000,11193600,2022,120000,4.4 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/a/c/8/ac83299e3565a4ec0cd9b29647bae0a7_640x480.jpg
https://mashina.kg/details/kia-morning-6a01c32e097bc480878228,Kia Morning III,7700,673365,2018,106579,1.0 л.,автомат,с. Булан-Соготту,https://im.mashina.kg/tachka/images/6/8/b/68b98fefdb1b11b878f70516e5e4d1f8_640x480.jpg
https://mashina.kg/details/bmw-x5-6a01693e77eb6923617773,BMW X5 IV (G05/G18),35000,3060750,2019,50000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/1/6/7/1670bc8341a3dc34bf8318816134ffe3_640x480.jpg
https://mashina.kg/details/bmw-x5-69e4a569a3140757846041,BMW X5 IV (G05/G18),36500,3191925,2019,129000,3.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/7/f/d/7fd1faf0ec8caeb847e2d657662da13e_640x480.jpg
https://mashina.kg/details/bmw-1-serii-693a3226174b4212481152,BMW 1 серии III (F52) Рестайлинг,22600,1976370,2021,23000,1.5 л.,робот,Китай,https://im.mashina.kg/tachka/images/9/1/2/912f4b7f8a3058c7526dabafc54106a4_640x480.jpg
https://mashina.kg/details/toyota-camry-69f75edca2e20518657316,Toyota Camry VIII (XV70) Рестайлинг,20800,1818960,2020,78000,2.5 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/4/b/b/4bba550b7143f58bcaaeb7b0eb3e9284_640x480.jpg
https://mashina.kg/details/kia-sportage-69f2d5d172802950327792,Kia Sportage V,21500,1880175,2022,110000,2.0 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/d/f/5/df56cf94709bef9d3248cecd9e294e83_640x480.jpg
https://mashina.kg/details/mercedesbenz-sklass-68e26b7c2c51d646469737,Mercedes-Benz S-Класс V (W221) Рестайлинг,22000,1923900,2011,110000,4.7 л.,автомат,Бишкек,https://im.mashina.kg/tachka/images/7/6/e/76eb573eec7d8fec4928b7302329f9d9_640x480.jpg
